word,pos,meaning,altMeanings,rawMeaning,confidence,source,sources,rawSeparators
execute,verb,実行する,処刑する / 遂行する / 果たす を処刑する,"～を実行する, 果たす～を処刑する / を実行する / を処刑する / 処刑する / ～を遂行する，実行する ～を処刑する",1,,"teppeki,target1900,systan,leap,eiken1",6
faint,adjective,かすかな,めまいがする / 弱々しい / ぼんやりした,かすかな、ぼんやりした 失神する / かすかな / めまいがする / 弱々しい / （色，光などが）かすかな 気絶する 気絶,1,,"teppeki,target1900,systan,leap,passtan1",6
fate,noun,運命,宿命 / 結末 / 最期,運命、宿命 / 運命 / 結末 / 最期 / 運命、(最終的な)結末,1,,"teppeki,target1900,systan,leap,passtan1",6
flexible,adjective,柔軟な,融通の利く / 曲がりやすい / 柔軟性のある,曲がりやすい、柔軟性のある / 融通の利く，柔軟な / 柔軟な / 柔軟な，融通のきく,1,,"teppeki,target1900,systan,leap,passtan1",6
generate,verb,生み出す,発生させる,"～を発生させる, 生み出す / を生み出す / （電気など）を発生させる / ～を生み出す / （電気，利益など）を生み出す",1,,"teppeki,target1900,systan,leap,passtan1",6
germ,noun,細菌,ばい菌 / 病原菌 / ばい菌 可算,ばい菌、細菌 / 細菌 / 細菌，ばい菌〈可算〉 / 細菌、病原菌,1,,"teppeki,systan,leap,passtan1",6
gross,adjective,総計の,甚だしい / 粗野な / 総,総計の / 甚だしい / 粗野な / 総 / 総計の (食べ物，行動などが)ひどい / 全体の,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
guilty,adjective,有罪の,罪の意識がある / 罪悪感のある / 罪を犯した,有罪の / 罪悪感のある / （～について）有罪の（of） / 有罪の、罪の意識がある / 申し訳なく思う，罪の意識がある （of ～）（～の）罪を犯した,1,,"teppeki,target1900,systan,leap",6
hatch,verb,かえる,孵化する / かえす / 企てる,(卵が)かえる、孵化する / （卵?ヒナ）かえす、かえる / （卵から）かえる，孵化する （卵から）～をかえす （計画など）を企てる / （ひな・卵が）かえる,1,,"teppeki,systan,leap,eiken1",6
hazard,noun,危険,偶然 / 危険要素 / 危険なもの,危険、危険要素 / 危険（要素） / 偶然 / 危険なもの / 危険（になり得るもの） / 危険,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
ideology,noun,イデオロギー,思考傾向 / 思想傾向 / 思想,イデオロギー、思考傾向 / イデオロギー，思想傾向 / イデオロギー / イデオロギー，(政治・経済的)思想,1,,"teppeki,target1900,systan,leap,eiken1",6
illuminate,verb,照らす,解明する / 明らかにする,～を照らす / (問題)を明らかにする / を照らす / を解明する / 照らす、解明する / ～を照らす （問題など）を解明する,1,,"teppeki,target1900,systan,leap",6
import,verb,輸入する,取り込む,～を輸入する / 輸入(品) / を輸入する（⇔ export （を）輸出する） / を取り込む / ～を輸入する 輸入，輸入品 / を輸入する,1,,"teppeki,target1900,systan,leap,passtan1",6
incident,noun,出来事,事件 / 紛争,(付随する)出来事、事件 / 出来事，事件 / 紛争 / 出来事 / （主に不快な）出来事,1,,"teppeki,target1900,systan,leap,passtan1",6
incorporate,verb,取り入れる,法人にする / 合併する / 組み込む,～を(…に)組み込む(into…) / を取り入れる / を法人にする / 合併する / 取り入れる / ～を取り入れる / を取り[組み]入れる,1,,"teppeki,target1900,systan,leap,passtan1",6
instruction,noun,指示,使用書 / 教育,〔通例～s〕指示 / 〔～s〕（製品の）使用書 / 指示 / （通例―s）指示 / (製品の)使用書、指示、教育,1,,"target1900,systan,leap,passtan1",6
interpret,verb,解釈する,通訳する,～を解釈する / 通訳する / を解釈する / （を）通訳する / ～を解釈する ～を通訳する 通訳する / を解釈する、を通訳する,1,,"teppeki,target1900,systan,leap,passtan1",6
intrinsic,adjective,固有の,本来備わっている / 本質的な / 本来の,本来備わっている / 固有の，本質的な（⇔ extrinsic 非本質的な） / 本来の / 固有の，本来備わっている / 固有の,1,,"teppeki,target1900,systan,leap,eiken1",6
investigate,verb,調査する,研究する / 究明する / 捜査する,"～を調査する, 研究する / を調査する / を究明する / （～を）調査する（into） / ～を調査する / （研究班などが）～を調査する （警察が）～を捜査する",1,,"teppeki,target1900,systan,leap",6
judge,verb,判断する,判決を下す,判断する / 裁判官 / （を）判断する / に判決を下す / ～を判断する / ～を判断する 裁判官，審判（員）,1,,"teppeki,target1900,systan,leap",6
leap,verb,跳ぶ,急上昇する / さっと動く,跳ぶ 跳躍、飛躍 / 跳ぶ / さっと動く / 急上昇する / 跳ぶ 躍進，急増,1,,"teppeki,target1900,systan,leap",6
make it,phrase,間に合う,やり遂げる / 都合がつく / うまくいく,(約束・予定通り)やり遂げる、都合がつく、間に合う / うまくいく 間に合う / 間に合う、成功する、(会合などに)出席できる,1,,"teppeki,sokujuku,passtan1",6
manufacture,verb,製造する,っち上げる,製造、生産 / ～を製造する / を製造する / をでっち上げる / ～を製造する 製造，製品,1,,"teppeki,target1900,systan,leap,passtan1",6
mature,adjective,成熟した,成熟する / 熟した / 熟成した,成熟した / 成熟する / 成熟した（⇔ immature 未熟な） / 熟した / 成熟した，熟成した 成熟する，熟成する,1,,"teppeki,target1900,systan,leap,passtan1",6
mission,noun,使命,任務 / 使節団 / 布教,使命、任務 / 使命 / （外交）使節団 / 布教 / 任務，使命 使節団 （主にキリスト教の）布教（団）,1,,"teppeki,target1900,systan,leap",6
monopoly,noun,独占,専売 / 独占企業,独占、専売 / 独占（権） / 独占 / 独占（権，品），独占企業,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
monument,noun,記念碑,遺跡 / 金字塔 / 史跡,記念碑，遺跡 / 金字塔 / 記念碑 / 記念碑，遺跡，史跡,1,,"target1900,systan,leap,passtan1",6
nod,verb,うなずく,会釈する / うとうとする / うたた寝する,うなずく / 会釈する / うとうとする / うなずく （off）うたた寝する うなずき，会釈 / (頭)を軽く下げる、うなずく,1,,"teppeki,target1900,systan,leap,passtan1",6
philosophy,noun,哲学,考え方 / 原理 / 哲学 不可算,哲学、考え方 / 哲学 / 原理 / 人生観 / （学問としての）哲学〈不可算〉 人生哲学，考え方〈可算〉,1,,"teppeki,target1900,systan,leap",6
potential,adjective,潜在的な,潜在能力 / 可能性を秘めた / 可能性,"潜在能力, 可能性 / 形潜在的に可能な / 潜在的な / 可能性を秘めた / 潜在的な 潜在能力，可能性〈不可算〉",1,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
primitive,adjective,原始的な,未開の / 野蛮な,"原始的な, 未開の, 野蛮な / 原始的な / 未開の / 原始的な，未開の",1,,"teppeki,target1900,systan,leap,passtan1",6
proceed,verb,進む,進行する / 続行する / する,進む、さらに続けて～する / 進む，進行する / （～を）続行する（with） / 進む / （順を追って）進む （to do）（さらに続けて）～する,1,,"teppeki,target1900,systan,leap,passtan1",6
produce,verb,生産する,取り出す / 産出する / 生み出す,～を生産する、生み出す / を生産する / を取り出す / ～を生産する / ～を生産する，産出する （見せるために）～を取り出す 農作物〈不可算〉,1,,"teppeki,target1900,systan,leap",6
quality,noun,質,品質 / 性質 / 特質,質、品質、性質 / 質（⇔ quantity ⇒ 471） / 特質 / 質 / 質〈不可算〉 （通例―s）（人間の）資質,1,,"teppeki,target1900,systan,leap",6
ray,noun,光線,放射線 / ひらめき / 一筋の光明,光線、放射線 / 光線 / ひらめき、一筋の光明 / 光線 放射線 （a ― of）一縷の，わずかな,1,,"teppeki,target1900,systan,leap",6
realm,noun,領域,領土 / 王国,"領域, 領土, 王国 / 領域 / 領土 / 領域，領土",1,,"teppeki,target1900,systan,leap",6
recognize,verb,認める,識別する / 認識する / それと分かる,識別する、それと分かる / 認める / を識別できる / を認める / ～を認める / （知り合いなど）が誰だかわかる （that SV）～を認識する,1,,"teppeki,target1900,systan,leap",6
refuse,verb,断る,拒否する / 拒絶する / 拒む,～を拒否する / ～しようとしない(to do) / を拒む / を断る / 拒絶する / ～を断る / （to do）～するのを拒む ～を断る,1,,"teppeki,target1900,systan,leap",6
relevant,adjective,適切な,関係がある / 関連のある / 関連がある,"(～と)関連がある(to～), 適切な / 関係がある / 適切な / 関連のある / 関連のある，重要な",1,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
reluctant,adjective,気が進まない,嫌がる / したがらない,(～する)気が進まない / 気が進まない，嫌がる（⇔ willing ⇒ 298） / したがらない / （to do）（～するのは）気が進まない / 気が進まない，嫌がる（⇔willing）,1,,"teppeki,target1900,systan,leap,passtan1",6
revenue,noun,歳入,収益 / 収入,"歳入, 収入 / 歳入（⇔ expenditure 歳出） / 収益 / 収入 / (国などの)歳入，(事業などの)収益",1,,"teppeki,target1900,systan,leap,passtan1",6
rhetoric,noun,美辞麗句,修辞 / 修辞学 / 修辞的な,"修辞学, 美辞麗句 / 修辞（法） / 美辞麗句 / 美辞麗句，修辞（法) 修辞的な / レトリック",1,,"teppeki,target1900,systan,leap,eiken1",6
severe,adjective,厳しい,猛烈な / ひどい,厳しい / （人・規律・事態・天気などが）厳しい / 猛烈な / （天候，批判，罰則などが）厳しい （けが，問題などが）ひどい,1,,"teppeki,target1900,systan,leap,passtan1",6
shallow,adjective,浅い,浅はかな / 浅薄な / うわべの,"浅い / 浅はかな, うわべの / 浅い（⇔deep 深い） / 浅薄な / 浅い （人，言動などが）浅はかな",1,,"teppeki,target1900,systan,leap,passtan1",6
significant,adjective,重要な,重大な / 意義深い / 有意な,重要な，重大な / 意義深い / 重要な / 重要な、有意な （数量，増減などが）かなりの,1,,"target1900,systan,leap,passtan1",6
skill,noun,技術,能力 / 技能 / 熟練,"技術, 能力 / 技能 / 熟練 / 技術 / 技術，力",1,,"teppeki,target1900,systan,leap",6
soar,verb,急上昇する,空高く飛ぶ / 急騰する / 舞い上がる,急上昇する、高く舞い上がる / 急上昇する / 空高く飛ぶ / (価格，温度が)急上昇する (鳥が)舞い上がる / （価格が）急騰する,1,,"teppeki,target1900,leap,passtan1,eiken1",6
specialize,verb,専攻する,専門にする / 専門とする,"(～を)専攻する, 専門にする(in～) / 専門とする / 【英】（～を）専攻する（in）（≒ 【米】major） / Aを専門にする、専攻する / （in ～)〈英〉（～を）専攻する （～を）専門にする",1,,"teppeki,target1900,systan,leap",6
sphere,noun,領域,球体 / 天体 / 範囲,領域 / 球体 / 天体 / 領域、範囲 / 球体 領域，範囲,1,,"target1900,systan,leap,passtan1",6
spoil,verb,台無しにする,甘やかす / だめになる,甘やかす、台無しにする / を台無しにする / を甘やかす / だめになる / ～を台無しにする / ～を台無しにする （子ども）を甘やかす,1,,"teppeki,target1900,systan,leap,passtan1",6
stereotype,noun,固定観念,ステレオタイプ / 決まり文句 / 類型,固定観念、ステレオタイプ / 固定観念 / 決まり文句 / 典型的なイメージ、類型、固定観念,1,,"teppeki,target1900,systan,leap,passtan1",6
substance,noun,物質,実体 / 趣旨 / 本質,物質、実体 / 物質 / 実体 / 趣旨 / 物質 本質，根拠,1,,"teppeki,target1900,systan,leap",6
suggest,verb,提案する,暗示する / 示唆する / 暗に示す,～を提案する / (…ということを)暗に示す(that…) / を提案する / を暗示する / ～と提案する、～をほのめかす / ～を示唆する ～を提案する,1,,"teppeki,target1900,systan,leap",6
sweep,verb,掃く,一掃する / さっと通過する / 押し流す,（を）掃く / を一掃する / さっと通過する / ～を掃く / （床，地面）を掃く （風，波などが）～を押し流す,1,,"target1900,systan,leap,passtan1",6
tackle,verb,取り組む,立ち向かう / 話をつける,"～に取り組む, 立ち向かう / に取り組む / と（～のことで）話をつける（about / on） / 取り組む / ～に取り組む",1,,"teppeki,target1900,systan,leap,eiken1",6
tease,verb,かう,いじめる / 冷やかす,いじめる、からかう / （を）からかう / をいじめる / からかう / ～をからかう，冷やかす,1,,"teppeki,target1900,systan,leap,passtan1",6
thrive,verb,繁栄する,繁茂する / うまくいく / 成功する,繁栄する / 繁栄する，うまくいく / 繁茂する / (会社などが)好調である，繁栄する (動[植]物などが)健康に育つ / 成功する,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",6
transition,noun,移り変わり,過渡期 / 推移 / 移行,移り変わり、過渡期 / 移り変わり / 過渡期 / 移り変わり，推移 / 移行,1,,"teppeki,target1900,systan,leap,eiken1",6
trend,noun,傾向,風潮 / 流行,傾向、風潮 / （～への）傾向（toward） / 流行 / 傾向 / （世の中の）風潮，傾向 流行,1,,"teppeki,target1900,systan,leap",6
undertake,verb,引き受ける,保証する / 着手する / 始める,～を引き受ける / を引き受ける / を保証する / に着手する / （仕事など）を引き受ける / (仕事など)を引き受ける，始める,1,,"teppeki,target1900,systan,leap,eiken1",6
unfold,verb,開く,明らかにする / 明らかになる / 広げる,（閉じたもの）を開く / を明らかにする / 開く / 明らかになる / 展開する，はっきりしてくる ～を広げる / を広げる,1,,"target1900,leap,passtan1,eiken1",6
utter,verb,発する,述べる,"～(言葉)を発する / 形完全な, 全くの / （声）を発する / （考えなど）を述べる / 発する / （叫び声など）を発する まったくの",1,,"teppeki,target1900,systan,leap",6
vain,adjective,無駄な,うぬぼれの強い / 虚しい / うぬぼれた,無駄な、虚しい / 無駄な / うぬぼれた / むだな / （in ―）無駄に （努力などが）無駄な うぬぼれの強い / うぬぼれの強い,1,,"teppeki,target1900,systan,leap,eiken1",6
value,noun,価値,価値観 / 価格 / 評価,価値 / 価値観 / ～を重んじる / 価格 / 評価 / 〔～s〕価値観 / 価値 （―s）価値観 お買い得品〈不可算〉 ～を重んじる,1,,"teppeki,target1900,systan,leap",6
waste,verb,浪費する,無駄にする,無駄、浪費 / 廃棄 ～を浪費する / を浪費する，無駄にする / ～を浪費する 浪費，無駄 廃棄物〈不可算〉,1,,"teppeki,target1900,leap",6
wisdom,noun,知恵,賢明さ / 学識,賢明さ、知恵 / 知恵 / 賢明さ / 学識 / 知恵、賢明さ,1,,"teppeki,target1900,systan,passtan1",6
worship,noun,崇拝,礼拝 / 賛美,崇拝 / ～を崇拝する / 崇拝，礼拝（式） / 賛美 / 崇拝，礼拝 ～を崇拝する (神社などに)お参りする,1,,"teppeki,target1900,systan,leap",6
yell,verb,叫ぶ,どなる / 大声で叫ぶ / 大声をあげる,(～に向かって)叫ぶ(at～) / 叫ぶ，どなる / 大声で叫ぶ / 叫ぶ，大声をあげる 叫び，わめき声,1,,"teppeki,target1900,systan,leap",6
accelerate,verb,加速する,促進する / 加速させる,"～を加速する, 促進する / を加速させる，促進する / 加速する / ～を加速する",1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
accuse,verb,非難する,告訴する,非難する、告訴する / を非難する / を告訴する / ～を非難する / ～を非難する ～を告訴する,1,,"teppeki,target1900,systan,leap",5
acknowledge,verb,認める,謝意を表す,"認める / （事実など）を認める（≒ admit ⇒ 406） / に謝意を表す / ～を認める / （事実など）を認める（≒admit, accept）",1,,"teppeki,target1900,systan,leap,passtan1",5
admire,verb,感心する,賞賛する / する / 称賛する,感心する、賞賛する / に（～のことで）敬服［感心］する（for） / ～に感心する / ～を称賛する，～に感心する,1,,"teppeki,target1900,systan,leap",5
advantage,noun,利点,有利な点 / 好都合 / 優勢,"有利な点, 好都合 / 利点 / 優勢 / 有利 / （over ～）（～に対する）利点",1,,"teppeki,target1900,systan,leap",5
analogy,noun,類推,類似 / 類似点 / 例え,類推 / 類似 / 類似点 / 類似点，類推，例え,1,,"teppeki,target1900,systan,leap,passtan1",5
ancestor,noun,祖先,先祖 / 原型,先祖 / 祖先（⇔ descendant 子孫） / 原型 / 祖先 / 先祖、祖先,1,,"teppeki,target1900,systan,leap,passtan1",5
apprehension,noun,不安,懸念 / 逮捕,懸念、不安 / 不安 / 不安 逮捕 / 不安、懸念,1,,"teppeki,systan,leap,passtan1,eiken1",5
approximately,adverb,おおよそ,およそ / 約 / ほぼ,おおよそ / およそ / （数量が）おおよそ，約 / おおよそ、ほぼ,1,,"teppeki,systan,leap,passtan1",5
architecture,noun,建築,建築学 / 建築様式 / 構造,"建築, 建築学 / 建築 / 建築様式 / 構造 / 建築（様式）〈不可算〉",1,,"teppeki,target1900,systan,leap",5
assign,verb,割り当てる,配属する / 課す,"～を(…に)割り当てる, 課す(to…) / を割り当てる / を（～に）配属する（to） / (仕事・物)を割り当てる / ～を割り当てる ～を配属する",1,,"teppeki,target1900,systan,leap",5
assimilate,verb,同化する,吸収する / 消化・吸収する,～を同化する / 消化・吸収する / 同化する / （食物，考えなど）を吸収する （言語，民族など）を同化する,1,,"teppeki,leap,eiken1",5
boast,verb,自慢する,誇る / 鼻にかける / 誇りにしている,"(of)自慢する, 鼻にかける / を誇る / （を）自慢する / 自慢する / 自慢する （場所や組織が）～を誇りにしている",1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
brilliant,adjective,すばらしい,頭のいい / 輝かしい / きらめく,頭のいい、輝かしい / すばらしい / 才能にあふれた / きらめく / 輝いている すばらしい,1,,"teppeki,target1900,systan,leap",5
category,noun,範疇,部類 / 区分 / 種類,"範疇, 種類 / 部類，区分 / 範疇 / 範ちゅう",1,,"teppeki,target1900,systan,leap,passtan1",5
cause,verb,引き起こす,,原因 / ～を引き起こす / 原因（⇔ effect ⇒ 48） / 理由 / 大義 / ～を引き起こす 原因,1,,"teppeki,target1900,leap",5
cheat,verb,だます,不正をする / ごまかす / いかさまをする,をだます / 不正をする / いかさまをする / ごまかす ～をだます / (試験で)カンニングをする、をだます,1,,"target1900,systan,leap,passtan1",5
choke,verb,窒息させる,窒息する / 詰まらせる / のどがつまる,～を窒息させる、詰まらせる / 窒息させる / のどがつまる / (on ～)(～で)息が詰まる，窒息する ～を窒息させる,1,,"teppeki,systan,leap",5
chronic,adjective,慢性の,長期的な / 慢性的な / 長引く,長期的な、慢性的な / 慢性の（⇔ acute ⇒ 1486） / 長引く / 常習の / 慢性の,1,,"teppeki,target1900,systan,leap,eiken1",5
colony,noun,植民地,集落 / 集団居住地 / コロニー,植民地、集落 / 植民地 / 集団居住地 / （動植物の）コロニー / 植民地 (アリなどの)群落,1,,"teppeki,target1900,systan,leap",5
compassion,noun,同情,あわれみ / 思いやり / 哀れみ,同情、あわれみ / 同情 / 同情，思いやり / 哀れみ,1,,"teppeki,target1900,leap,eiken1",5
compensate,verb,補償する,償う / 埋め合わせる / 埋め合わせをする,(～を)埋め合わせをする、補償する(for) / 補償する（≒ make up） / に償う / 埋め合わせる / (A for B)(A)に (Bを)補償する,1,,"teppeki,target1900,systan,leap",5
concrete,noun,具体的な,有形の / 明確な / コンクリート製の,具体的な / 具体的な（⇔ abstract ⇒ 586） / 有形の / 具体的な、明確な、コンクリート製の,1,,"teppeki,target1900,systan,passtan1",5
confidence,noun,自信,信頼 / 秘密,信頼、自信 / 自信 / 信頼 / 秘密 / 自信 （in ～）（～に対する）信頼,1,,"teppeki,target1900,systan,leap",5
consequence,noun,結果,重要さ / 重大性 / 重要性,"結果, 重要さ / 〔通例～s〕結果 / 重大性 / 結果 / 結果 （of ―)重要性",1,,"teppeki,target1900,systan,leap,passtan1",5
conventional,adjective,従来の,月並みな / 慣習的な / 伝統的な,従来の / 月並みな / 従来の，慣習的な / 伝統的な、型にはまった,1,,"target1900,leap,passtan1,eiken1",5
cosmetic,noun,美容の,化粧の / うわべの / 化粧品,化粧の，美容の / うわべの / (―s)化粧品 美容の，化粧(用)の / 美容の,1,,"target1900,leap,eiken1",5
council,noun,議会,評議会 / 会議 / 審議会,議会 / 評議会、審議会 / （地方）議会 / 評議会 / （公の）会議,1,,"teppeki,target1900,systan,leap,passtan1",5
crop,noun,作物,収穫 / 収穫高,作物、収穫 / 〔しばしば～s〕作物 / 収穫高 / 作物 / 作物 収穫（高) （up）生じる,1,,"teppeki,target1900,systan,leap",5
defect,noun,欠陥,欠点 / 障害 / 不足,欠陥、欠点、障害 / 欠陥 / 不足 / 欠損,1,,"teppeki,target1900,systan,leap,eiken1",5
digest,verb,消化する,理解する / 要約する,～を消化する / を消化する / を理解する / を要約する / 消化する / ～を消化する ～を理解する 要約,1,,"teppeki,target1900,systan,leap",5
dilemma,noun,ジレンマ,板挾み / 難題 / 板ばさみ,ジレンマ、板挾み、難題 / ジレンマ、板ばさみ / ジレンマ,1,,"teppeki,target1900,eiken1",5
distribute,verb,分配する,分布する / 配る / 分布している,分配する / を（～に）分配する（to） / 〔受身形で〕分布する / ～を分配する / ～を分配する，配る （be ―d）分布している,1,,"teppeki,target1900,systan,leap",5
divert,verb,そらす,迂回させる / 転用する / の方向を変える,～をそらす / （注意など）をそらす / を迂回させる / （資金など）を転用する / そらす / （川など）の方向を変える （注意など）をそらす,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
domain,noun,領域,分野 / ドメイン / 領地,"領域, 領地 / 分野 / 領域 / ドメイン（＝ domain name） / ドメイン",1,,"teppeki,target1900,systan,leap,passtan1",5
earnest,adjective,まじめな,真剣な / 熱心な / 真面目な,まじめな、真剣な / まじめな，熱心な / まじめな / 真面目な （in ―）真面目（に）,1,,"teppeki,target1900,systan,leap",5
endure,verb,耐える,我慢する / 持ちこたえる,耐える、我慢する / に耐える（≒ put up with） / （に）持ちこたえる / ～に耐える / （長期にわたり）～に耐える,1,,"teppeki,target1900,systan,leap",5
enormous,adjective,莫大な,巨大な / 非常に大きい,非常に大きい、莫大な / 莫大な，巨大な / 莫大な / 巨大な,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
envy,verb,うらやむ,羨ましく思う,うらやむ、ねたみ / うらやむ / をうらやむ / ～をうらやむ / ～を羨ましく思う 羨望,1,,"teppeki,target1900,systan,leap",5
epidemic,noun,流行,蔓延 / 伝染病,伝染病 / 流行（病） / 蔓延 / 流行 / （大）流行 / まん延している,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
esteem,verb,尊敬する,尊重する / 見なす,尊敬する、尊重する / を尊敬する / を見なす / 尊敬、尊重,1,,"teppeki,target1900,passtan1,eiken1",5
ethic,noun,倫理,道徳 / 規範,倫理、道徳 / 〔～s〕倫理［道徳］規範 / 倫理(学) / (―s)(社会や職業上の)倫理(観)(伝統的に守られた)倫理 / 倫理,1,,"target1900,systan,leap,eiken1",5
fade,verb,薄れる,衰える / 衰退する / 次第に消える,"衰退する, 次第に消える / 薄れる / 衰える / （色，記憶などが）薄れる",1,,"teppeki,target1900,systan,leap,passtan1",5
feat,noun,偉業,離れ業 / 功績 / 妙技,偉業、離れ業 / 偉業，功績 / 妙技 / 偉業,1,,"teppeki,target1900,systan,leap,eiken1",5
fertile,adjective,肥沃な,多産の / 肥えた,肥沃な / 肥沃な（⇔ barren 不毛の） / 多産の / 肥えた / 肥沃な，肥えた,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
forge,verb,偽造する,築く / 鍛造する / 築き上げる,～を偽造する / を偽造する / （関係など）を築く / を鍛造する / （関係など）を築く ～を偽造する / （関係など）を築き上げる,1,,"teppeki,target1900,leap,passtan1,eiken1",5
forgive,verb,許す,免除する,～(過ちを犯した人)を許す / を許す / を免除する / ～を許す / （人，過ち）を許す,1,,"teppeki,target1900,systan,leap",5
function,noun,機能,働き / 関数,機能、働き / 機能する / 機能 / 関数 / 機能 機能する,1,,"teppeki,target1900,systan,leap",5
fund,noun,資金,基金,"資金, 基金 / 〔しばしば～s〕基金，資金 / 資金 / （―s）資金 基金 ～に資金を出す",1,,"teppeki,target1900,systan,leap,passtan1",5
gloomy,adjective,薄暗い,陰気な / 悲観的な / 暗い,陰気な / 薄暗い / 悲観的な / 暗い / 薄暗い 陰気な，悲観的な,1,,"target1900,systan,leap,passtan1,eiken1",5
govern,verb,統治する,決定する / 左右する / 支配する,統治する / 決定する、左右する / （を）統治する、支配する / を統治する,1,,"teppeki,target1900,eiken1",5
grant,verb,与える,認める / 当然のことと思う,（人）に（許可・権利など）を与える / を認める / ～を認める、～を与える / （take ～ for granted）～を当然のことと思う （権利など）を与える 交付，補助金,1,,"target1900,systan,leap,passtan1",5
gravity,noun,重力,重大さ / 引力 / 重量,重力 / 重大さ / 重力，引力 / 重量 / 重力 重大さ,1,,"teppeki,target1900,systan,leap,eiken1",5
host,verb,主催する,のホスト役を務める,を主催する / のホスト役を務める / (大会など)を主催する (a ― of)多くの (客を接待する)主人(*女性も含む)，主催者，開催地，≪生物≫宿主,1,,"target1900,leap",5
hygiene,noun,衛生,健康法 / 衛生学 / 衛生管理,衛生（状態） / 健康法 / 衛生 / 衛生 (状態)，衛生学 / 衛生管理,1,,"target1900,systan,leap,passtan1,eiken1",5
ignore,verb,無視する,知らないふりをする,"～を無視する, ～を知らないふりをする / を無視する / ～を無視する / （人，物）を無視する",1,,"teppeki,target1900,systan,leap",5
imitate,verb,まねる,模造する / 真似る / 見習う,～を真似る / をまねる / を模造する / ～をまねる / をまねる、を見習う,1,,"teppeki,target1900,systan,leap,passtan1",5
impair,verb,損なう,低下させる / 弱める,～を弱める、損なう / を損なう / 低下させる / （人間の機能など）を低下させる，損なう,1,,"teppeki,target1900,systan,leap,eiken1",5
independent,adjective,独立した,独立している / 無所属の / 無所属の人,（～から）独立している（of～） / （～から）独立した（of / from） / 独立した / 独立した，無所属の 無所属の人,1,,"teppeki,target1900,systan,leap",5
indicate,verb,指し示す,示す / 述べる / 指示する,示す、指示する / を指し示す / を述べる / ～を指し示す / （データなどが）～を示す ～を指し示す,1,,"teppeki,target1900,systan,leap,passtan1",5
inherit,verb,受け継ぐ,相続する,相続する / を受け継ぐ / を相続する / ～を受け継ぐ / (遺伝で)を受け継ぐ、を相続する,1,,"teppeki,target1900,systan,leap,passtan1",5
innovation,noun,革新,新機軸 / 革新技術,革新、革新技術 / 革新 / 新機軸 / (技術)革新、新機軸,1,,"teppeki,target1900,systan,leap,passtan1",5
inspect,verb,検査する,点検する / 視察する / 詳しく調べる,"～を詳しく調べる, 検査する / を点検する / を視察する / 検査する / ～を検査する",1,,"teppeki,target1900,systan,leap",5
install,verb,設置する,インストールする / 就任させる / 備えつける,～を設置する / をインストールする / を設置する / を就任させる / 備えつける / （機械など）を設置する ～をインストールする,1,,"teppeki,target1900,systan,leap",5
interval,noun,間隔,合間 / 隔たり / 小休止,(時間・空間の)間隔 / （時間の）間隔 / 合間 / 隔たり / 小休止 / 間隔,1,,"teppeki,target1900,systan,passtan1",5
intimate,adjective,親密な,密接な / 親しい / 深い,親しい、親密な / 親密な / 密接な / 親密な （知識などが）深い / 個人的な,1,,"teppeki,target1900,systan,leap,passtan1,eiken1",5
legend,noun,伝説,言い伝え / 伝説的人物 / 伝説的な人物,伝説 / 伝説，言い伝え 伝説的人物 / 伝説、言い伝え、伝説的な人物,1,,"teppeki,systan,leap,passtan1",5
mandatory,adjective,義務的な,強制的な / 必須の / 命令の,強制的な、必須の / 義務的な / 義務的な、強制的な、命令の,1,,"teppeki,systan,leap,passtan1,eiken1",5
manipulate,verb,操作する,改ざんする / あやつる / 操る,～を操作する、あやつる / を（巧みに）操る / を改ざんする / 操作する / ～を操作する,1,,"teppeki,target1900,systan,leap,eiken1",5
menace,noun,脅威,厄介なもの / 困りもの / 危険人物,脅威 / （to ～）（～にとっての）厄介なもの［人］，脅威 / 困りもの、危険人物、脅威,1,,"teppeki,systan,leap,passtan1,eiken1",5
minor,noun,小さい,重要でない / 年少の,重要でない、小さい / 年少の / 重要でない / 小さい（⇔ major ⇒ 88） / 小さい,1,,"teppeki,target1900,systan,passtan1",5
momentum,noun,勢い,はずみ / 力 / 運動量,力、勢い、運動量 / 勢い，はずみ / 勢い,1,,"teppeki,leap,passtan1,eiken1",5
nightmare,noun,悪夢,不安感 / 恐ろしい経験 / 悪夢のようなこと,悪夢（のような状況） / 不安感 / 悪夢 / 悪夢 悪夢のようなこと / 悪夢、(悪夢のような)恐ろしい経験,1,,"target1900,systan,leap,passtan1",5
obsolete,adjective,廃れた,すたれた / 時代遅れの / 古くなった,すたれた、時代遅れの / 廃れた，使われなくなった / 古くなった / 廃れた,1,,"teppeki,target1900,leap,eiken1",5
